Movie_Name,Rating,Genre,Year,Rating_Score,Votes,Director,Star,Country,Budget,Gross,Company,Release_date
Dancer in the Dark,R,Crime,2000,8,105000,Lars von Trier,Björk,Denmark,12800000,40059672,Zentropa Entertainments,06/10/2000
What Women Want,PG-13,Comedy,2000,6.4,197000,Nancy Meyers,Mel Gibson,United States,70000000,374111707,Paramount Pictures,15/12/2000
The Gift,R,Drama,2000,6.7,65000,Sam Raimi,Cate Blanchett,United States,10000000,44567606,Lakeshore Entertainment,19/01/2001
The Family Man,PG-13,Comedy,2000,6.8,105000,Brett Ratner,Nicolas Cage,United States,60000000,124745083,Universal Pictures,22/12/2000
Mission to Mars,PG,Adventure,2000,5.7,71000,Brian De Palma,Tim Robbins,United States,100000000,110983407,Touchstone Pictures,10/03/2000
The Replacements,PG-13,Comedy,2000,6.6,60000,Howard Deutch,Keanu Reeves,United States,50000000,50054511,Bel Air Entertainment,11/08/2000
Next Friday,R,Comedy,2000,6.2,38000,Steve Carr,Ice Cube,United States,11000000,59827328,New Line Cinema,12/01/2000
Under Suspicion,R,Crime,2000,6.5,23000,Stephen Hopkins,Morgan Freeman,France,25000000,1308242,Revelations Entertainment,15/11/2000
Little Nicky,PG-13,Comedy,2000,5.3,101000,Steven Brill,Adam Sandler,United States,85000000,58292295,Avery Pix,10/11/2000
Boiler Room,R,Crime,2000,7,51000,Ben Younger,Giovanni Ribisi,United States,7000000,28780255,New Line Cinema,18/02/2000
Where the Heart Is,PG-13,Comedy,2000,6.7,32000,Matt Williams,Natalie Portman,United States,15000000,40863718,Twentieth Century Fox,28/04/2000
Frequency,PG-13,Crime,2000,7.3,103000,Gregory Hoblit,Dennis Quaid,United States,31000000,68106245,New Line Cinema,28/04/2000
Men of Honor,R,Biography,2000,7.2,110000,George Tillman Jr.,Cuba Gooding Jr.,United States,32000000,82343495,Fox 2000 Pictures,10/11/2000
28 Days,PG-13,Comedy,2000,6.1,46000,Betty Thomas,Sandra Bullock,United States,43000000,62198945,Columbia Pictures,14/04/2000
Love & Basketball,PG-13,Drama,2000,7.2,20000,Gina Prince-Bythewood,Sanaa Lathan,United States,20000000,27728118,40 Acres & A Mule Filmworks,21/04/2000
Shanghai Noon,PG-13,Action,2000,6.6,122000,Tom Dey,Jackie Chan,United States,55000000,99274467,Touchstone Pictures,26/05/2000
The Little Vampire,PG,Adventure,2000,5.8,9800,Uli Edel,Jonathan Lipnicki,Germany,35000000,27965865,Avrora Media,27/10/2000
Quills,R,Biography,2000,7.3,52000,Philip Kaufman,Geoffrey Rush,United Kingdom,13500000,17989227,Fox Searchlight Pictures,19/01/2001
Pay It Forward,PG-13,Drama,2000,7.2,114000,Mimi Leder,Kevin Spacey,United States,40000000,55707411,Warner Bros.,20/10/2000
Vertical Limit,PG-13,Action,2000,5.9,60000,Martin Campbell,Scott Glenn,United States,75000000,215663859,Columbia Pictures,08/12/2000
The Flintstones in Viva Rock Vegas,PG,Comedy,2000,3.7,22000,Brian Levant,Mark Addy,United States,83000000,59468275,Universal Pictures,28/04/2000
Baise-moi,Not Rated,Crime,2000,4.5,17000,Virginie Despentes,Raffaëla Anderson,France,20500000,940944,Canal+,28/06/2000
Reindeer Games,R,Action,2000,5.8,38000,John Frankenheimer,Ben Affleck,United States,42000000,32168970,Dimension Films,25/02/2000
Dracula 2000,R,Action,2000,4.9,33000,Patrick Lussier,Gerard Butler,United States,54000000,47053625,Dimension Films,22/12/2000
102 Dalmatians,G,Adventure,2000,4.9,36000,Kevin Lima,Glenn Close,United States,85000000,183611771,Cruella Productions,22/11/2000
Red Planet,PG-13,Action,2000,5.7,56000,Antony Hoffman,Val Kilmer,United States,80000000,33463969,Warner Bros.,10/11/2000
Dungeons & Dragons,PG-13,Action,2000,3.7,32000,Courtney Solomon,Justin Whalin,United States,45000000,33978694,New Line Cinema,08/12/2000
Get Carter,R,Action,2000,5.2,33000,Stephen Kay,Sylvester Stallone,United States,63600000,19412993,Morgan Creek Entertainment,06/10/2000
Wonder Boys,R,Comedy,2000,7.3,62000,Curtis Hanson,Michael Douglas,United States,55000000,33426588,Mutual Film Company,25/02/2000
Shaft,R,Action,2000,6,75000,John Singleton,Samuel L. Jackson,Germany,46000000,107626125,Paramount Pictures,16/06/2000
Finding Forrester,PG-13,Drama,2000,7.3,84000,Gus Van Sant,Sean Connery,United States,43000000,80049764,Columbia Pictures,12/01/2001
The Legend of Bagger Vance,PG-13,Drama,2000,6.7,54000,Robert Redford,Will Smith,United States,80000000,39459427,Twentieth Century Fox,03/11/2000
Titan A.E.,PG,Animation,2000,6.6,59000,Don Bluth,Matt Damon,United States,75000000,36754634,David Kirschner Productions,16/06/2000
Snow Day,PG,Adventure,2000,5.1,12000,Chris Koch,Chevy Chase,United States,13000000,62464731,MFF Feature Film Productions,11/02/2000
The Watcher,R,Crime,2000,5.3,26000,Joe Charbanic,James Spader,United States,30000000,47267829,Lewitt / Eberts Productions,08/09/2000
The Skulls,PG-13,Action,2000,5.6,31000,Rob Cohen,Joshua Jackson,United States,35000000,50802120,Universal Pictures,31/03/2000
Romeo Must Die,R,Action,2000,6.1,68000,Andrzej Bartkowiak,Jet Li,United States,25000000,91036760,Warner Bros.,22/03/2000
Big Momma's House,PG-13,Action,2000,5.2,82000,Raja Gosnell,Martin Lawrence,Germany,30000000,173959438,Twentieth Century Fox,02/06/2000
Drowning Mona,PG-13,Comedy,2000,5.7,14000,Nick Gomez,Danny DeVito,United States,37000000,15910104,Code Entertainment,03/03/2000
Chopper,R,Biography,2000,7.2,37000,Andrew Dominik,Eric Bana,Australia,20500000,238471,Australian Film Finance Corporation (AFFC),03/08/2000
Keeping the Faith,PG-13,Comedy,2000,6.4,50000,Edward Norton,Ben Stiller,United States,29000000,59945183,Spyglass Entertainment,14/04/2000
Center Stage,PG-13,Drama,2000,6.7,19000,Nicholas Hytner,Amanda Schull,United States,29000000,26385941,Columbia Pictures,12/05/2000
Dancing at the Blue Iguana,R,Drama,2000,5.7,3700,Michael Radford,Charlotte Ayanna,United States,20500000,122121,Moonstone Entertainment,11/10/2001
Book of Shadows: Blair Witch 2,R,Adventure,2000,4,36000,Joe Berlinger,Jeffrey Donovan,United States,15000000,47737094,Artisan Entertainment,27/10/2000
Rules of Engagement,R,Drama,2000,6.4,45000,William Friedkin,Tommy Lee Jones,United Kingdom,60000000,71732303,Seven Arts Pictures,07/04/2000
Thirteen Days,PG-13,Drama,2000,7.3,55000,Roger Donaldson,Kevin Costner,United States,80000000,66579890,New Line Cinema,12/01/2001
You Can Count on Me,R,Drama,2000,7.5,29000,Kenneth Lonergan,Laura Linney,United States,1200000,11242521,Hart Sharp Entertainment,22/12/2000
The Kid,PG,Comedy,2000,6.1,41000,Jon Turteltaub,Bruce Willis,United States,65000000,110317580,Chester Films Inc.,07/07/2000
All the Pretty Horses,PG-13,Drama,2000,5.8,13000,Billy Bob Thornton,Matt Damon,United States,57000000,18133495,Columbia Pictures,25/12/2000
Hanging Up,PG-13,Comedy,2000,4.9,12000,Diane Keaton,Diane Keaton,Germany,60000000,51880044,Columbia Pictures,18/02/2000
Yi Yi,Not Rated,Drama,2000,8.2,22000,Edward Yang,Nien-Jen Wu,Taiwan,20500000,1196218,1+2 Seisaku Iinkai,16/12/2000
The Dish,PG-13,Comedy,2000,7.2,16000,Rob Sitch,Sam Neill,Australia,20500000,16575074,Working Dog,04/05/2001
Supernova,PG-13,Horror,2000,4.9,17000,Walter Hill,James Spader,United States,90000000,14828081,Hammerhead Productions,14/01/2000
Loser,PG-13,Comedy,2000,5.3,27000,Amy Heckerling,Jason Biggs,United States,20000000,18404706,Branti Film Productions,21/07/2000
Down to You,PG-13,Comedy,2000,5,15000,Kris Isacsson,Freddie Prinze Jr.,United States,11000000,24419914,Open City Films,21/01/2000
The Way of the Gun,R,Action,2000,6.7,32000,Christopher McQuarrie,Ryan Phillippe,United States,8500000,13200972,Artisan Entertainment,08/09/2000
The Adventures of Rocky & Bullwinkle,PG,Animation,2000,4.2,20000,Des McAnuff,Robert De Niro,United States,76000000,35134820,Capella International,30/06/2000
Cecil B. Demented,R,Comedy,2000,6.2,14000,John Waters,Melanie Griffith,United States,10000000,1961544,Artic Productions LLC,01/09/2000
Nutty Professor II: the Klumps,PG-13,Comedy,2000,4.4,49000,Peter Segal,Eddie Murphy,United States,84000000,166339890,Universal Pictures,28/07/2000
The Crimson Rivers,R,Crime,2000,6.9,59000,Mathieu Kassovitz,Jean Reno,France,14000000,60103680,Légende Films,13/07/2001
Proof of Life,R,Action,2000,6.3,56000,Taylor Hackford,Meg Ryan,United States,65000000,62761005,Castle Rock Entertainment,08/12/2000
Bamboozled,R,Comedy,2000,6.6,11000,Spike Lee,Damon Wayans,United States,10000000,2463650,New Line Cinema,20/10/2000
Shadow of the Vampire,R,Drama,2000,6.9,40000,E. Elias Merhige,John Malkovich,United Kingdom,8000000,11155214,Saturn Films,26/01/2001
Thomas and the Magic Railroad,G,Adventure,2000,4.2,3900,Britt Allcroft,Alec Baldwin,United Kingdom,19000000,19748009,Gullane Pictures,26/07/2000
Tigerland,R,Drama,2000,7,39000,Joel Schumacher,Colin Farrell,United States,10000000,148701,Haft Entertainment,24/05/2001
Return to Me,PG,Comedy,2000,6.9,20000,Bonnie Hunt,David Duchovny,United States,24000000,36609995,Metro-Goldwyn-Mayer (MGM),07/04/2000
Boys and Girls,PG-13,Comedy,2000,5.4,16000,Robert Iscove,Freddie Prinze Jr.,United States,35000000,25850615,Punch 21 Productions,16/06/2000
Whatever It Takes,PG-13,Comedy,2000,5.5,10000,David Raynr,Shane West,United States,32000000,9902115,Columbia Pictures,24/03/2000
Chuck & Buck,R,Comedy,2000,6.6,5300,Miguel Arteta,Mike White,United States,250000,1182065,Artisan Entertainment,04/08/2000
Autumn in New York,PG-13,Drama,2000,5.6,25000,Joan Chen,Richard Gere,United States,65000000,90726668,Metro-Goldwyn-Mayer (MGM),11/08/2000
Pollock,R,Biography,2000,7,27000,Ed Harris,Ed Harris,United States,6000000,10994533,Brant-Allen,23/03/2001
The Art of War,R,Action,2000,5.7,29000,Christian Duguay,Wesley Snipes,United States,60000000,40400425,Morgan Creek Entertainment,25/08/2000
Before Night Falls,R,Biography,2000,7.2,24000,Julian Schnabel,Javier Bardem,United States,20500000,8601053,El Mar Pictures,23/02/2001
Left Behind: The Movie,PG-13,Action,2000,4.5,9200,Vic Sarin,Kirk Cameron,Canada,4000000,4224065,Cloud Ten Pictures,02/02/2001
Love & Sex,R,Comedy,2000,6.2,5300,Valerie Breiman,Famke Janssen,United States,20500000,580372,Behaviour Worldwide,14/07/2000
Psycho Beach Party,Unrated,Comedy,2000,6.2,5700,Robert Lee King,Lauren Ambrose,Australia,1500000,268117,New Oz Productions,07/09/2001
Bait,R,Action,2000,5.8,11000,Antoine Fuqua,Jamie Foxx,Canada,51000000,15471969,Castle Rock Entertainment,15/09/2000
Saving Grace,R,Comedy,2000,6.9,18000,Nigel Cole,Brenda Blethyn,United Kingdom,10000000,28741330,Portman Entertainment Group,01/09/2000
Hamlet,R,Drama,2000,6,9200,Michael Almereyda,Ethan Hawke,United States,2000000,2046433,double A Films,23/06/2000
The Isle,Not Rated,Drama,2000,7,13000,Kim Ki-duk,Jung Suh,South Korea,1000000,24963,Myung Film Company Ltd.,22/04/2000
Water Drops on Burning Rocks,Not Rated,Comedy,2000,6.8,6200,François Ozon,Bernard Giraudeau,France,20500000,20205757,Fidélité Productions,15/03/2000
Greenfingers,R,Comedy,2000,6.8,5600,Joel Hershman,Clive Owen,United Kingdom,20500000,1961054,Boneyard Entertainment,14/09/2001
Highlander: Endgame,R,Action,2000,4.6,20000,Douglas Aarniokoski,Christopher Lambert,United Kingdom,25000000,15843608,Davis-Panzer Productions,01/09/2000
Dr. T & the Women,R,Comedy,2000,4.6,18000,Robert Altman,Richard Gere,United States,23000000,22844291,Artisan Entertainment,13/10/2000
The Yards,R,Crime,2000,6.4,20000,James Gray,Mark Wahlberg,United States,24000000,924036,Miramax,27/04/2000
Urban Legends: Final Cut,R,Horror,2000,4.3,16000,John Ottman,Jennifer Morrison,Canada,14000000,38574362,Phoenix Pictures,22/09/2000
Woman on Top,R,Comedy,2000,5.3,10000,Fina Torres,Penélope Cruz,United States,8000000,10194274,Fox Searchlight Pictures,22/09/2000
Ready to Rumble,PG-13,Comedy,2000,5.4,14000,Brian Robbins,David Arquette,United States,24000000,12452362,Bel Air Entertainment,07/04/2000
Vampire Hunter D: Bloodlust,R,Animation,2000,7.7,30000,Jack Fletcher,Andrew Philpot,Japan,20500000,151086,Madhouse,28/09/2001
The Ladies Man,R,Comedy,2000,5.2,13000,Reginald Hudlin,Tim Meadows,United States,24000000,13743212,Broadway Pictures,13/10/2000
The Contender,R,Drama,2000,6.9,23000,Rod Lurie,Joan Allen,United States,20000000,22428990,Cinerenta Medienbeteiligungs KG,13/10/2000
Nine Queens,R,Crime,2000,7.9,51000,Fabián Bielinsky,Ricardo Darín,Argentina,1500000,12413888,FX Sound,31/08/2000
The Broken Hearts Club: A Romantic Comedy,R,Comedy,2000,7,7300,Greg Berlanti,Timothy Olyphant,United States,1000000,2019121,Banner Entertainment,20/10/2000
The in Crowd,PG-13,Drama,2000,4.7,4400,Mary Lambert,Lori Heuring,United States,24000000,5280035,Morgan Creek Entertainment,19/07/2000
Girlfight,R,Drama,2000,6.8,9400,Karyn Kusama,Michelle Rodriguez,United States,1000000,1666028,Green/Renzi,06/10/2000
Beautiful Creatures,R,Comedy,2000,5.8,3600,Bill Eagles,Rachel Weisz,United Kingdom,20500000,313768,Arts Council of England,19/01/2001
Gossip,R,Drama,2000,5.9,15000,Davis Guggenheim,James Marsden,United States,24000000,12591270,NPV Entertainment,21/04/2000
Waking the Dead,R,Drama,2000,6.5,6900,Keith Gordon,Billy Crudup,United States,8500000,270745,Polygram Filmed Entertainment,24/03/2000
My Dog Skip,PG,Comedy,2000,7,20000,Jay Russell,Frankie Muniz,United States,6000000,35547761,Alcon Entertainment,03/03/2000
Under the Sand,Unrated,Drama,2000,7.1,8500,François Ozon,Charlotte Rampling,France,20500000,6531687,Fidélité Productions,04/05/2001
O Fantasma,Unrated,Drama,2000,5.8,3200,João Pedro Rodrigues,Ricardo Meneses,Portugal,20500000,126783,Rosa Filmes,20/10/2000
Hey Ram,Not Rated,Crime,2000,7.9,12000,Kamal Haasan,Kamal Haasan,India,20500000,274675,Raajkamal Films International,18/02/2000
Duets,R,Comedy,2000,6.1,9200,Bruce Paltrow,Huey Lewis,United States,21000000,6620242,Hollywood Pictures,15/09/2000
The Weight of Water,R,Crime,2000,5.9,9100,Kathryn Bigelow,Catherine McCormack,United States,16000000,321279,StudioCanal,31/07/2002
Lucky Numbers,R,Comedy,2000,5,9900,Nora Ephron,John Travolta,France,63000000,10890222,Paramount Pictures,27/10/2000
Animal Factory,R,Crime,2000,6.6,13000,Steve Buscemi,Willem Dafoe,United States,3600000,43805,Animal Productions LLC,01/08/2000
Bless the Child,R,Crime,2000,5.1,14000,Chuck Russell,Kim Basinger,United States,65000000,40443010,Paramount Pictures,11/08/2000
The Man Who Cried,R,Drama,2000,6.2,15000,Sally Potter,Christina Ricci,United Kingdom,20500000,1322763,Canal+,08/12/2000
State and Main,R,Comedy,2000,6.8,21000,David Mamet,Philip Seymour Hoffman,France,20500000,9206279,Filmtown Entertainment,12/01/2001
Rugrats in Paris,G,Animation,2000,6.2,12000,Stig Bergqvist,Christine Cavanaugh,Germany,30000000,103291131,Paramount Pictures,17/11/2000
Code Unknown,Not Rated,Drama,2000,7.2,13000,Michael Haneke,Juliette Binoche,France,20500000,95242,Arte France Cinéma,30/11/2001
Maelstrom,R,Drama,2000,6.9,5000,Denis Villeneuve,Marie-Josée Croze,Canada,20500000,254380,Max Films Productions,15/09/2000
Gangster No. 1,R,Crime,2000,6.7,13000,Paul McGuigan,Malcolm McDowell,United Kingdom,20500000,30915,FilmFour,09/06/2000
Taxi 2,Not Rated,Action,2000,6.5,52000,Gérard Krawczyk,Samy Naceri,France,20500000,60726164,ARP Sélection,06/10/2000
Small Time Crooks,PG,Comedy,2000,6.7,38000,Woody Allen,Woody Allen,United States,25000000,29934477,Dreamworks Pictures,19/05/2000
Songs from the Second Floor,Not Rated,Comedy,2000,7.6,18000,Roy Andersson,Lars Nordh,Sweden,20500000,80334,Arte France Cinéma,06/10/2000
Bounce,PG-13,Drama,2000,5.7,20000,Don Roos,Ben Affleck,United States,35000000,53425292,Miramax,17/11/2000
Bread and Tulips,PG-13,Comedy,2000,7.3,9200,Silvio Soldini,Licia Maglietta,Italy,20500000,9719848,Monogatari,02/11/2001
"Love, Honor and Obey",R,Comedy,2000,6.5,5200,Dominic Anciano,Sadie Frost,United Kingdom,20500000,1400,British Broadcasting Corporation (BBC),09/02/2001
Nurse Betty,R,Comedy,2000,6.2,33000,Neil LaBute,Renée Zellweger,Germany,35000000,29364989,Gramercy Pictures (I),08/09/2000
The House of Mirth,PG,Romance,2000,7,7200,Terence Davies,Gillian Anderson,United Kingdom,10000000,5164404,Three Rivers Production,13/10/2000
Beautiful,PG-13,Comedy,2000,5.6,3700,Sally Field,Minnie Driver,United States,14000000,3169930,Destination Films,29/09/2000
Here on Earth,PG-13,Drama,2000,5.2,8300,Mark Piznarski,Chris Klein,United States,15000000,10873148,Fox 2000 Pictures,24/03/2000
The Million Dollar Hotel,R,Drama,2000,5.9,21000,Wim Wenders,Jeremy Davies,Germany,8000000,105983,Icon Entertainment International,10/02/2000
The Tigger Movie,G,Animation,2000,6.4,18000,Jun Falkenstein,Jim Cummings,United States,30000000,96159800,Disney Television Animation,11/02/2000
What Planet Are You From?,R,Comedy,2000,5.6,9100,Mike Nichols,Garry Shandling,United States,60000000,14145677,Brillstein-Grey Entertainment,03/03/2000
Committed,R,Comedy,2000,5.1,3700,Lisa Krueger,Heather Graham,United States,3000000,40361,Miramax,18/04/2000
Tillsammans,R,Comedy,2000,7.4,21000,Lukas Moodysson,Lisa Lindgren,Sweden,20500000,14596148,Memfis Film,21/09/2001
Harrison's Flowers,R,Drama,2000,7.1,6100,Élie Chouraqui,Andie MacDowell,France,8000000,3033646,7 Films Cinéma,15/03/2002
The Specials,R,Action,2000,5.8,2200,Craig Mazin,Rob Lowe,United States,1000000,13276,Brillstein-Grey Entertainment,18/09/2000
Love's Labour's Lost,PG,Romance,2000,6,4400,Kenneth Branagh,Alessandro Nivola,United Kingdom,13000000,299792,Pathé Pictures International,31/03/2000
Lost Souls,R,Drama,2000,4.8,11000,Janusz Kaminski,Winona Ryder,United States,50000000,31355910,Prufrock Pictures,13/10/2000
The Golden Bowl,R,Drama,2000,5.9,4200,James Ivory,Uma Thurman,United States,15000000,5753678,Merchant Ivory Productions,25/05/2001
Digimon: The Movie,PG,Animation,2000,6.1,7000,Directors,Lara Jill Miller,United States,5000000,16643191,Saban Entertainment,06/10/2000
Kaho Naa... Pyaar Hai,Not Rated,Action,2000,6.9,14000,Rakesh Roshan,Hrithik Roshan,India,20500000,20205757,Film Kraft,14/01/2000
Sordid Lives,R,Comedy,2000,6.8,2900,Del Shores,Delta Burke,United States,20500000,1111273,Daly-Harris Productions,11/05/2001
The Monkey's Mask,R,Crime,2000,5.1,1500,Samantha Lang,Susie Porter,Australia,20500000,6831,Arenafilm,10/05/2001
The Next Best Thing,PG-13,Comedy,2000,4.7,11000,John Schlesinger,Madonna,United States,25000000,24362772,Lakeshore Entertainment,03/03/2000
Ed Gein,Not Rated,Biography,2000,5.5,5100,Chuck Parello,Steve Railsback,United States,20500000,20205757,Tartan Films,20/07/2001
Gun Shy,R,Comedy,2000,5.7,7000,Eric Blakeney,Liam Neeson,United States,14000000,3284444,Hollywood Pictures,09/03/2000
Big Eden,PG-13,Comedy,2000,7.3,4200,Thomas Bezucha,Arye Gross,United States,20500000,512451,Chaiken Films,18/04/2000
Harry Potter and the Sorcerer's Stone,PG,Adventure,2001,7.6,685000,Chris Columbus,Daniel Radcliffe,United Kingdom,125000000,1006968171,Warner Bros.,16/11/2001
The Fast and the Furious,PG-13,Action,2001,6.8,362000,Rob Cohen,Vin Diesel,United States,38000000,207305509,Universal Pictures,22/06/2001
The Lord of the Rings: The Fellowship of the Ring,PG-13,Action,2001,8.8,1700000,Peter Jackson,Elijah Wood,New Zealand,93000000,897690072,New Line Cinema,19/12/2001
Legally Blonde,PG-13,Comedy,2001,6.3,195000,Robert Luketic,Reese Witherspoon,United States,18000000,141774679,Metro-Goldwyn-Mayer (MGM),13/07/2001
Mulholland Dr.,R,Drama,2001,7.9,331000,David Lynch,Naomi Watts,France,15000000,20263646,Les Films Alain Sarde,19/10/2001
"Monsters, Inc.",G,Animation,2001,8.1,838000,Pete Docter,Billy Crystal,United States,115000000,579707738,Pixar Animation Studios,02/11/2001
Spirited Away,PG,Animation,2001,8.6,679000,Hayao Miyazaki,Daveigh Chase,Japan,19000000,355475245,Tokuma Shoten,28/03/2003
Donnie Darko,R,Drama,2001,8,755000,Richard Kelly,Jake Gyllenhaal,United States,6000000,6981586,Pandora Cinema,19/01/2001
Not Another Teen Movie,R,Comedy,2001,5.7,100000,Joel Gallen,Chyler Leigh,United States,15000000,66468985,Columbia Pictures,14/12/2001
Scary Movie 2,R,Comedy,2001,5.3,152000,Keenen Ivory Wayans,Anna Faris,United States,45000000,141220678,Dimension Films,04/07/2001
Ocean's Eleven,PG-13,Crime,2001,7.7,531000,Steven Soderbergh,George Clooney,United States,85000000,450717150,Warner Bros.,07/12/2001
Shrek,PG,Animation,2001,7.9,630000,Andrew Adamson,Mike Myers,United States,60000000,487853320,DreamWorks Animation,18/05/2001
